Dia,RN_Demanda,Demanda,Recepcion,InventarioInicial,FaltanteAnterior,InventarioFinal,Faltante,Orden,q,RN_Tiempo,TiempoEntrega,DiaLlegada,CostoPedido,CostoMantenimiento,CostoFaltante,CostoTotal
1,0,023307,0,0,15,0,15,0,0,22,-1,000000,0,0,0,00,1,50,0,00,1,50
2,0,249825,3,0,15,0,12,0,0,22,-1,000000,0,0,0,00,1,20,0,00,1,20
3,0,434025,4,0,12,0,8,0,22,22,0,120874,1,4,50,00,0,80,0,00,50,80
4,0,597413,4,22,30,0,26,0,0,22,-1,000000,0,0,0,00,2,60,0,00,2,60
5,0,112144,2,0,26,0,24,0,0,22,-1,000000,0,0,0,00,2,40,0,00,2,40
6,0,464383,4,0,24,0,20,0,0,22,-1,000000,0,0,0,00,2,00,0,00,2,00
7,0,808494,5,0,20,0,15,0,0,22,-1,000000,0,0,0,00,1,50,0,00,1,50
8,0,600501,4,0,15,0,11,0,22,22,0,277255,2,10,50,00,1,10,0,00,51,10
9,0,800854,5,0,11,0,6,0,22,22,0,647742,2,11,50,00,0,60,0,00,50,60
10,0,132460,2,22,28,0,26,0,0,22,-1,000000,0,0,0,00,2,60,0,00,2,60
11,0,210855,3,22,48,0,45,0,0,22,-1,000000,0,0,0,00,4,50,0,00,4,50
12,0,493049,4,0,45,0,41,0,0,22,-1,000000,0,0,0,00,4,10,0,00,4,10
13,0,233747,3,0,41,0,38,0,0,22,-1,000000,0,0,0,00,3,80,0,00,3,80
14,0,731680,5,0,38,0,33,0,0,22,-1,000000,0,0,0,00,3,30,0,00,3,30
15,0,015857,0,0,33,0,33,0,0,22,-1,000000,0,0,0,00,3,30,0,00,3,30
16,0,995543,8,0,33,0,25,0,0,22,-1,000000,0,0,0,00,2,50,0,00,2,50
17,0,126640,2,0,25,0,23,0,0,22,-1,000000,0,0,0,00,2,30,0,00,2,30
18,0,219817,3,0,23,0,20,0,0,22,-1,000000,0,0,0,00,2,00,0,00,2,00
19,0,473873,4,0,20,0,16,0,0,22,-1,000000,0,0,0,00,1,60,0,00,1,60
20,0,869672,5,0,16,0,11,0,22,22,0,232834,1,21,50,00,1,10,0,00,51,10
21,0,118248,2,22,33,0,31,0,0,22,-1,000000,0,0,0,00,3,10,0,00,3,10
22,0,179597,2,0,31,0,29,0,0,22,-1,000000,0,0,0,00,2,90,0,00,2,90
23,0,789703,5,0,29,0,24,0,0,22,-1,000000,0,0,0,00,2,40,0,00,2,40
24,0,620516,4,0,24,0,20,0,0,22,-1,000000,0,0,0,00,2,00,0,00,2,00
25,0,290097,3,0,20,0,17,0,0,22,-1,000000,0,0,0,00,1,70,0,00,1,70
26,0,066686,1,0,17,0,16,0,0,22,-1,000000,0,0,0,00,1,60,0,00,1,60
27,0,198771,2,0,16,0,14,0,0,22,-1,000000,0,0,0,00,1,40,0,00,1,40
28,0,247620,3,0,14,0,11,0,22,22,0,565273,2,30,50,00,1,10,0,00,51,10
29,0,958250,6,0,11,0,5,0,22,22,0,305281,2,31,50,00,0,50,0,00,50,50
30,0,860701,5,22,27,0,22,0,0,22,-1,000000,0,0,0,00,2,20,0,00,2,20
31,0,101536,2,22,44,0,42,0,0,22,-1,000000,0,0,0,00,4,20,0,00,4,20
32,0,134331,2,0,42,0,40,0,0,22,-1,000000,0,0,0,00,4,00,0,00,4,00
33,0,950520,6,0,40,0,34,0,0,22,-1,000000,0,0,0,00,3,40,0,00,3,40
34,0,505995,4,0,34,0,30,0,0,22,-1,000000,0,0,0,00,3,00,0,00,3,00
35,0,942911,6,0,30,0,24,0,0,22,-1,000000,0,0,0,00,2,40,0,00,2,40
36,0,392331,3,0,24,0,21,0,0,22,-1,000000,0,0,0,00,2,10,0,00,2,10
37,0,974398,7,0,21,0,14,0,0,22,-1,000000,0,0,0,00,1,40,0,00,1,40
38,0,147130,2,0,14,0,12,0,0,22,-1,000000,0,0,0,00,1,20,0,00,1,20
39,0,930722,6,0,12,0,6,0,22,22,0,862986,3,42,50,00,0,60,0,00,50,60
40,0,237080,3,0,6,0,3,0,22,22,0,088159,1,41,50,00,0,30,0,00,50,30
41,0,353829,3,22,25,0,22,0,0,22,-1,000000,0,0,0,00,2,20,0,00,2,20
42,0,313360,3,22,44,0,41,0,0,22,-1,000000,0,0,0,00,4,10,0,00,4,10
43,0,875699,5,0,41,0,36,0,0,22,-1,000000,0,0,0,00,3,60,0,00,3,60
44,0,259913,3,0,36,0,33,0,0,22,-1,000000,0,0,0,00,3,30,0,00,3,30
45,0,367027,3,0,33,0,30,0,0,22,-1,000000,0,0,0,00,3,00,0,00,3,00
46,0,887122,6,0,30,0,24,0,0,22,-1,000000,0,0,0,00,2,40,0,00,2,40
47,0,405240,4,0,24,0,20,0,0,22,-1,000000,0,0,0,00,2,00,0,00,2,00
48,0,783850,5,0,20,0,15,0,0,22,-1,000000,0,0,0,00,1,50,0,00,1,50
49,0,652899,4,0,15,0,11,0,22,22,0,578633,2,51,50,00,1,10,0,00,51,10
50,0,903439,6,0,11,0,5,0,22,22,0,131423,1,51,50,00,0,50,0,00,50,50
51,0,554136,4,44,49,0,45,0,0,22,-1,000000,0,0,0,00,4,50,0,00,4,50
52,0,842680,5,0,45,0,40,0,0,22,-1,000000,0,0,0,00,4,00,0,00,4,00
53,0,670226,4,0,40,0,36,0,0,22,-1,000000,0,0,0,00,3,60,0,00,3,60
54,0,970295,7,0,36,0,29,0,0,22,-1,000000,0,0,0,00,2,90,0,00,2,90
55,0,267700,3,0,29,0,26,0,0,22,-1,000000,0,0,0,00,2,60,0,00,2,60
56,0,706708,5,0,26,0,21,0,0,22,-1,000000,0,0,0,00,2,10,0,00,2,10
57,0,991636,8,0,21,0,13,0,0,22,-1,000000,0,0,0,00,1,30,0,00,1,30
